Points_0,Points_1,Points_2,Pressure_Coefficient
0.864095,0.78,0.017882,-0.0741433
0.867738,0.78,0.0175606,-0.0693986
0.87138,0.78,0.0172364,-0.0646617
0.875022,0.78,0.0169096,-0.0599281
0.878664,0.78,0.01658,-0.0551913
0.882305,0.78,0.0162477,-0.0504448
0.885947,0.78,0.0159125,-0.0456785
0.889588,0.78,0.0155745,-0.0408838
0.893229,0.78,0.0152336,-0.0360524
0.896869,0.78,0.0148895,-0.031174
0.900509,0.78,0.0145424,-0.026248
0.904149,0.78,0.014192,-0.0212617
0.907789,0.78,0.0138383,-0.0162022
0.911428,0.78,0.0134811,-0.0110508
0.915067,0.78,0.0131203,-0.0057903
0.918705,0.78,0.0127556,-0.000403714
0.922343,0.78,0.0123869,0.00511951
0.925981,0.78,0.0120142,0.0107868
0.929618,0.78,0.0116373,0.0166008
0.933255,0.78,0.0112562,0.0225675
0.936891,0.78,0.0108706,0.0287006
0.940527,0.78,0.0104804,0.0350269
0.944162,0.78,0.0100854,0.0415683
0.947797,0.78,0.00968551,0.0483268
0.951431,0.78,0.00928091,0.055263
0.955065,0.78,0.00887174,0.0623164
0.958698,0.78,0.00845771,0.0694821
0.962331,0.78,0.00803755,0.0768994
0.965962,0.78,0.00760871,0.0848798
0.969592,0.78,0.00716853,0.0937653
0.973221,0.78,0.00671616,0.103663
0.976848,0.78,0.00625414,0.114268
0.980475,0.78,0.00578709,0.125094
0.984102,0.78,0.00531829,0.135696
0.987728,0.78,0.00484798,0.146108
0.991354,0.78,0.00437537,0.156698
0.99498,0.78,0.00390121,0.168701
0.998605,0.78,0.00342685,0.177834
1.00205,0.78,0.00297583,0.189453
1.00529,0.78,0.0025521,0.198681
1.00835,0.78,0.00215212,0.206852
1.01125,0.78,0.00177296,0.215753
1.01387,0.78,0.00142944,0.224581
1.01616,0.78,0.0011307,0.231395
1.01814,0.78,0.000870924,0.238137
1.01987,0.78,0.000645039,0.24468
1.02137,0.78,0.00044859,0.250484
1.02268,0.78,0.000277788,0.256693
1.02381,0.78,0.000129238,0.262573
1.0248,0.78,0,0.271317
1.02381,0.78,-0.000129238,0.26681
1.02268,0.78,-0.000277788,0.258125
1.02137,0.78,-0.00044859,0.249254
1.01987,0.78,-0.000645039,0.242039
1.01814,0.78,-0.000870924,0.233166
1.01616,0.78,-0.0011307,0.224569
1.01387,0.78,-0.00142944,0.216378
1.01125,0.78,-0.00177296,0.204767
1.00835,0.78,-0.00215212,0.193694
1.00529,0.78,-0.0025521,0.184364
1.00205,0.78,-0.00297583,0.1731
0.998605,0.78,-0.00342685,0.15901
0.99498,0.78,-0.0039012,0.148599
0.991354,0.78,-0.00437537,0.134517
0.987728,0.78,-0.00484798,0.122491
0.984102,0.78,-0.00531829,0.11075
0.980475,0.78,-0.00578708,0.0988454
0.976848,0.78,-0.00625414,0.0866031
0.973221,0.78,-0.00671616,0.0746743
0.969592,0.78,-0.00716852,0.0638064
0.965962,0.78,-0.0076087,0.0544659
0.962331,0.78,-0.00803755,0.0464558
0.958698,0.78,-0.00845771,0.0392439
0.955065,0.78,-0.00887174,0.0323382
0.951431,0.78,-0.00928091,0.0255147
0.947797,0.78,-0.00968551,0.0187892
0.944162,0.78,-0.0100854,0.0122463
0.940527,0.78,-0.0104804,0.00594881
0.936891,0.78,-0.0108706,-0.000100384
0.933255,0.78,-0.0112562,-0.00593203
0.929618,0.78,-0.0116373,-0.0115819
0.925981,0.78,-0.0120142,-0.0170674
0.922343,0.78,-0.0123869,-0.0223973
0.918705,0.78,-0.0127556,-0.0275722
0.915067,0.78,-0.0131203,-0.0326025
0.911428,0.78,-0.0134811,-0.0375063
0.907789,0.78,-0.0138383,-0.0423074
0.904149,0.78,-0.014192,-0.0470307
0.900509,0.78,-0.0145424,-0.0516984
0.896869,0.78,-0.0148895,-0.0563226
0.893229,0.78,-0.0152336,-0.060914
0.889588,0.78,-0.0155745,-0.0654824
0.885947,0.78,-0.0159125,-0.0700391
0.882306,0.78,-0.0162477,-0.0745967
0.878664,0.78,-0.01658,-0.0791636
0.875022,0.78,-0.0169096,-0.0837551
0.87138,0.78,-0.0172364,-0.0883808
0.867738,0.78,-0.0175605,-0.0930534
0.864095,0.78,-0.017882,-0.0977813
0.860452,0.78,-0.0182007,-0.102568
0.856809,0.78,-0.0185168,-0.107412
0.853166,0.78,-0.01883,-0.112321
0.849523,0.78,-0.0191405,-0.117293
0.845879,0.78,-0.019448,-0.122334
0.842235,0.78,-0.0197527,-0.127439
0.838591,0.78,-0.0200542,-0.132611
0.834946,0.78,-0.0203526,-0.137851
0.831301,0.78,-0.0206478,-0.143154
0.827656,0.78,-0.0209396,-0.148521
0.824011,0.78,-0.0212279,-0.153947
0.820365,0.78,-0.0215125,-0.159418
0.81672,0.78,-0.0217934,-0.164933
0.813073,0.78,-0.0220703,-0.170472
0.809427,0.78,-0.022343,-0.17604
0.80578,0.78,-0.0226115,-0.18162
0.802133,0.78,-0.0228756,-0.187201
0.798485,0.78,-0.023135,-0.192777
0.794838,0.78,-0.0233896,-0.198332
0.791189,0.78,-0.0236392,-0.20386
0.787541,0.78,-0.0238836,-0.209342
0.783892,0.78,-0.0241228,-0.214773
0.780243,0.78,-0.0243564,-0.220136
0.776593,0.78,-0.0245843,-0.22541
0.772943,0.78,-0.0248063,-0.230584
0.769293,0.78,-0.0250223,-0.235625
0.765642,0.78,-0.025232,-0.240534
0.761991,0.78,-0.0254353,-0.245263
0.75834,0.78,-0.0256321,-0.24985
0.754688,0.78,-0.0258222,-0.254245
0.751036,0.78,-0.0260055,-0.258465
0.747384,0.78,-0.0261818,-0.262432
0.743731,0.78,-0.0263509,-0.266171
0.740078,0.78,-0.0265128,-0.269595
0.736424,0.78,-0.0266673,-0.27274
0.732771,0.78,-0.0268143,-0.275562
0.729116,0.78,-0.0269538,-0.278181
0.725462,0.78,-0.0270858,-0.280553
0.721808,0.78,-0.0272102,-0.282679
0.718153,0.78,-0.0273268,-0.284465
0.714498,0.78,-0.0274352,-0.28582
0.710842,0.78,-0.0275354,-0.286658
0.707187,0.78,-0.0276272,-0.286974
0.703531,0.78,-0.0277109,-0.286864
0.699875,0.78,-0.0277867,-0.286494
0.696219,0.78,-0.0278549,-0.286007
0.692563,0.78,-0.0279157,-0.285475
0.688907,0.78,-0.027969,-0.284846
0.68525,0.78,-0.0280146,-0.283976
0.681594,0.78,-0.028052,-0.282721
0.677937,0.78,-0.0280812,-0.280993
0.67428,0.78,-0.0281021,-0.278809
0.670624,0.78,-0.0281149,-0.276264
0.666967,0.78,-0.0281198,-0.273468
0.66331,0.78,-0.028117,-0.27051
0.659654,0.78,-0.0281066,-0.267561
0.655997,0.78,-0.0280888,-0.26443
0.65234,0.78,-0.0280635,-0.261115
0.648684,0.78,-0.0280307,-0.257635
0.645027,0.78,-0.0279905,-0.253993
0.641371,0.78,-0.0279428,-0.250209
0.637715,0.78,-0.0278878,-0.246317
0.634059,0.78,-0.0278257,-0.24234
0.630403,0.78,-0.0277564,-0.238302
0.626747,0.78,-0.0276801,-0.234222
0.623091,0.78,-0.0275968,-0.230079
0.619435,0.78,-0.0275065,-0.22589
0.61578,0.78,-0.0274093,-0.221669
0.612125,0.78,-0.0273052,-0.217418
0.60847,0.78,-0.0271942,-0.213149
0.604815,0.78,-0.0270763,-0.208873
0.60116,0.78,-0.0269515,-0.204595
0.597506,0.78,-0.0268198,-0.200319
0.593852,0.78,-0.0266811,-0.19605
0.590198,0.78,-0.0265355,-0.19179
0.586545,0.78,-0.0263827,-0.187535
0.582891,0.78,-0.0262227,-0.183296
0.579238,0.78,-0.0260554,-0.179065
0.575586,0.78,-0.0258806,-0.174831
0.571934,0.78,-0.0256982,-0.170577
0.568282,0.78,-0.0255079,-0.166288
0.564631,0.78,-0.0253095,-0.161972
0.56098,0.78,-0.0251027,-0.157612
0.55733,0.78,-0.0248872,-0.153192
0.55368,0.78,-0.0246627,-0.148708
0.550031,0.78,-0.0244289,-0.144139
0.546382,0.78,-0.0241853,-0.139482
0.542734,0.78,-0.0239314,-0.134693
0.539087,0.78,-0.0236669,-0.129717
0.535441,0.78,-0.023391,-0.124545
0.531795,0.78,-0.0231033,-0.119121
0.528151,0.78,-0.022803,-0.113414
0.524508,0.78,-0.0224895,-0.107434
0.520892,0.78,-0.0221647,-0.101276
0.517364,0.78,-0.0218337,-0.0949383
0.513921,0.78,-0.0214966,-0.0883989
0.510557,0.78,-0.0211532,-0.0816534
0.50727,0.78,-0.0208031,-0.0747478
