Points_0,Points_1,Points_2,Pressure_Coefficient
0.184507,0.01,-0.0363233,-0.0358113
0.179365,0.01,-0.0360737,-0.0307001
0.174224,0.01,-0.0358131,-0.0256132
0.169083,0.01,-0.0355412,-0.0205357
0.163943,0.01,-0.0352578,-0.0154482
0.158803,0.01,-0.0349622,-0.0103452
0.153665,0.01,-0.0346542,-0.00521412
0.148527,0.01,-0.0343333,-4.34825e-05
0.14339,0.01,-0.0339988,0.00517463
0.138254,0.01,-0.0336502,0.0104574
0.133119,0.01,-0.0332868,0.0158225
0.127985,0.01,-0.0329079,0.0212918
0.122852,0.01,-0.0325127,0.0268995
0.117721,0.01,-0.0321002,0.0326697
0.112591,0.01,-0.0316695,0.0386183
0.107463,0.01,-0.0312198,0.0447461
0.102338,0.01,-0.0307501,0.0510493
0.097216,0.01,-0.0302593,0.0575346
0.0920973,0.01,-0.0297462,0.0642214
0.086982,0.01,-0.0292092,0.0712294
