Points_0,Points_1,Points_2,Pressure_Coefficient
0.53634,0.24,0.0325691,-0.686671
0.541035,0.24,0.0323093,-0.689756
0.54573,0.24,0.0320411,-0.69183
0.550424,0.24,0.0317648,-0.693686
0.555118,0.24,0.0314806,-0.693765
0.559812,0.24,0.0311888,-0.694706
0.564505,0.24,0.0308895,-0.689183
0.569197,0.24,0.0305831,-0.688589
0.573889,0.24,0.0302698,-0.670112
0.578581,0.24,0.0299497,-0.647812
0.583272,0.24,0.0296232,-0.604967
0.587963,0.24,0.0292904,-0.561283
0.592653,0.24,0.0289516,-0.519509
0.597343,0.24,0.028607,-0.480923
0.602032,0.24,0.0282568,-0.450572
0.606721,0.24,0.0279013,-0.41246
0.61141,0.24,0.0275407,-0.376958
0.616098,0.24,0.0271751,-0.338791
0.620786,0.24,0.0268048,-0.303787
0.625473,0.24,0.02643,-0.274934
0.630161,0.24,0.0260507,-0.253323
0.634847,0.24,0.0256673,-0.234562
0.639534,0.24,0.0252797,-0.216713
0.64422,0.24,0.0248883,-0.203125
0.648906,0.24,0.024493,-0.18816
0.653591,0.24,0.0240939,-0.177178
0.658276,0.24,0.0236912,-0.167066
0.662961,0.24,0.023285,-0.158468
0.667646,0.24,0.0228752,-0.150413
0.67233,0.24,0.0224619,-0.142952
0.677014,0.24,0.0220451,-0.135925
0.681698,0.24,0.0216249,-0.12908
0.686381,0.24,0.0212011,-0.122311
0.691064,0.24,0.0207737,-0.115787
0.695747,0.24,0.0203427,-0.109481
0.700429,0.24,0.019908,-0.103108
0.705111,0.24,0.0194695,-0.0968058
0.709793,0.24,0.019027,-0.0903145
0.714474,0.24,0.0185805,-0.0839025
0.719155,0.24,0.0181298,-0.0775972
0.723835,0.24,0.0176748,-0.071052
0.728515,0.24,0.0172152,-0.0645332
0.733195,0.24,0.0167509,-0.057711
0.737874,0.24,0.0162817,-0.0509675
0.742552,0.24,0.0158073,-0.043924
0.74723,0.24,0.0153276,-0.0368958
0.751908,0.24,0.0148426,-0.0294765
0.756584,0.24,0.014352,-0.0221299
0.761261,0.24,0.0138557,-0.0144364
0.765936,0.24,0.0133533,-0.00669869
0.770611,0.24,0.0128448,0.00147596
0.775285,0.24,0.0123299,0.00970564
0.779959,0.24,0.011809,0.0182889
0.784632,0.24,0.0112821,0.0268241
0.789304,0.24,0.0107489,0.0357602
0.793975,0.24,0.0102074,0.0448219
0.798645,0.24,0.00965415,0.0545936
0.803313,0.24,0.00908593,0.0650849
0.807979,0.24,0.00850216,0.0766549
0.812644,0.24,0.00790669,0.0889377
0.817307,0.24,0.00730555,0.101286
0.821971,0.24,0.00670245,0.113406
0.826634,0.24,0.00609718,0.125373
0.831297,0.24,0.00548895,0.137504
0.83596,0.24,0.00487903,0.150304
0.840623,0.24,0.00426906,0.161428
0.845286,0.24,0.00365915,0.174596
0.84954,0.24,0.00310246,0.184699
0.853314,0.24,0.00260869,0.194419
0.856669,0.24,0.00216976,0.203314
0.859661,0.24,0.00177841,0.211396
0.862295,0.24,0.0014338,0.218177
0.864585,0.24,0.00113416,0.224453
0.866577,0.24,0.000873603,0.230185
0.868309,0.24,0.000647012,0.23527
0.869815,0.24,0.000449985,0.240157
0.871125,0.24,0.000278662,0.245026
0.872263,0.24,0.000129642,0.249494
0.873254,0.24,0,0.258465
0.872263,0.24,-0.000129642,0.256529
0.871125,0.24,-0.000278662,0.248809
0.869815,0.24,-0.000449985,0.240352
0.868309,0.24,-0.000647013,0.233384
0.866577,0.24,-0.000873603,0.226912
0.864585,0.24,-0.00113416,0.218718
0.862295,0.24,-0.0014338,0.210505
0.859661,0.24,-0.00177841,0.202886
0.856669,0.24,-0.00216976,0.192204
0.853314,0.24,-0.00260869,0.181188
0.84954,0.24,-0.00310246,0.170834
0.845286,0.24,-0.00365915,0.15914
0.840623,0.24,-0.00426906,0.14445
0.83596,0.24,-0.00487903,0.13283
0.831297,0.24,-0.00548895,0.117906
0.826634,0.24,-0.00609719,0.104995
0.821971,0.24,-0.00670245,0.0923693
0.817307,0.24,-0.00730555,0.0796259
0.812644,0.24,-0.00790669,0.0664833
0.807979,0.24,-0.00850216,0.0535111
0.803313,0.24,-0.00908593,0.0415191
0.798645,0.24,-0.00965415,0.031311
0.793975,0.24,-0.0102074,0.0226298
0.789304,0.24,-0.0107489,0.0148128
0.784632,0.24,-0.0112821,0.00735407
0.779959,0.24,-0.011809,3.02816e-07
0.775285,0.24,-0.0123299,-0.00726967
0.770611,0.24,-0.0128448,-0.0143543
0.765936,0.24,-0.0133533,-0.0211717
0.761261,0.24,-0.0138557,-0.0277327
0.756584,0.24,-0.014352,-0.0340499
0.751908,0.24,-0.0148426,-0.0401225
0.74723,0.24,-0.0153276,-0.0459936
0.742552,0.24,-0.0158073,-0.0516761
0.737874,0.24,-0.0162817,-0.0571712
0.733195,0.24,-0.0167509,-0.062487
0.728515,0.24,-0.0172152,-0.0676411
0.723835,0.24,-0.0176748,-0.0726553
0.719155,0.24,-0.0181298,-0.0775567
0.714474,0.24,-0.0185805,-0.0823684
0.709793,0.24,-0.019027,-0.0871118
0.705111,0.24,-0.0194695,-0.0917996
0.700429,0.24,-0.019908,-0.0964429
0.695747,0.24,-0.0203427,-0.101053
0.691064,0.24,-0.0207737,-0.105642
0.686381,0.24,-0.0212011,-0.110222
0.681698,0.24,-0.0216249,-0.114807
0.677014,0.24,-0.0220451,-0.119407
0.67233,0.24,-0.0224619,-0.124021
0.667646,0.24,-0.0228752,-0.128659
0.662961,0.24,-0.023285,-0.133314
0.658276,0.24,-0.0236912,-0.138
0.653591,0.24,-0.0240939,-0.142718
0.648906,0.24,-0.024493,-0.14747
0.64422,0.24,-0.0248883,-0.152259
0.639534,0.24,-0.0252797,-0.157085
0.634847,0.24,-0.0256673,-0.161951
0.63016,0.24,-0.0260507,-0.166844
0.625473,0.24,-0.02643,-0.171767
0.620786,0.24,-0.0268048,-0.17671
0.616098,0.24,-0.0271751,-0.181672
0.61141,0.24,-0.0275407,-0.186645
0.606721,0.24,-0.0279013,-0.191617
0.602032,0.24,-0.0282568,-0.196576
0.597343,0.24,-0.028607,-0.201521
0.592653,0.24,-0.0289516,-0.206408
0.587963,0.24,-0.0292904,-0.211242
0.583272,0.24,-0.0296232,-0.216202
0.578581,0.24,-0.0299497,-0.220325
0.573889,0.24,-0.0302698,-0.225689
0.569197,0.24,-0.0305831,-0.229971
0.564505,0.24,-0.0308895,-0.234504
0.559812,0.24,-0.0311888,-0.238619
0.555118,0.24,-0.0314806,-0.242708
0.550424,0.24,-0.0317648,-0.246506
0.54573,0.24,-0.0320411,-0.249955
0.541035,0.24,-0.0323093,-0.253482
0.53634,0.24,-0.0325691,-0.256468
0.531644,0.24,-0.0328205,-0.259404
0.526948,0.24,-0.0330632,-0.2621
0.522251,0.24,-0.033297,-0.264654
0.517554,0.24,-0.0335218,-0.266806
0.512857,0.24,-0.0337372,-0.268623
0.508159,0.24,-0.0339432,-0.270226
0.50346,0.24,-0.0341396,-0.271356
0.498762,0.24,-0.0343264,-0.272208
0.494063,0.24,-0.0345035,-0.272664
0.489363,0.24,-0.0346708,-0.272901
0.484663,0.24,-0.0348282,-0.273012
0.479963,0.24,-0.0349754,-0.272604
0.475263,0.24,-0.035112,-0.271671
0.470562,0.24,-0.0352379,-0.270239
0.465861,0.24,-0.0353531,-0.268328
0.461159,0.24,-0.0354577,-0.266064
0.456458,0.24,-0.0355523,-0.263633
0.451756,0.24,-0.0356372,-0.261181
0.447054,0.24,-0.0357125,-0.258731
0.442352,0.24,-0.035778,-0.256195
0.43765,0.24,-0.0358334,-0.253424
0.432948,0.24,-0.0358782,-0.250287
0.428246,0.24,-0.0359122,-0.246738
0.423543,0.24,-0.0359356,-0.24284
0.418841,0.24,-0.0359485,-0.238709
0.414138,0.24,-0.0359514,-0.234451
0.409436,0.24,-0.0359444,-0.230123
0.404733,0.24,-0.0359276,-0.225819
0.400031,0.24,-0.0359013,-0.221376
0.395328,0.24,-0.0358652,-0.216834
0.390626,0.24,-0.0358194,-0.212187
0.385924,0.24,-0.035764,-0.207445
0.381222,0.24,-0.0356991,-0.202631
0.37652,0.24,-0.0356248,-0.197774
0.371818,0.24,-0.0355412,-0.192897
0.367117,0.24,-0.0354485,-0.188013
0.362416,0.24,-0.0353467,-0.183134
0.357714,0.24,-0.0352358,-0.178265
0.353013,0.24,-0.035116,-0.173423
0.348313,0.24,-0.0349872,-0.16858
0.343612,0.24,-0.0348494,-0.163754
0.338912,0.24,-0.0347028,-0.158957
0.334212,0.24,-0.0345473,-0.154196
0.329513,0.24,-0.0343828,-0.149473
0.324813,0.24,-0.0342094,-0.144795
0.320114,0.24,-0.0340269,-0.140164
0.315416,0.24,-0.0338353,-0.135575
0.310718,0.24,-0.0336344,-0.131029
0.30602,0.24,-0.0334242,-0.126533
0.301322,0.24,-0.0332044,-0.122095
0.296626,0.24,-0.0329749,-0.117683
0.291929,0.24,-0.0327353,-0.113303
0.287233,0.24,-0.0324854,-0.108935
0.282538,0.24,-0.0322248,-0.104563
0.277844,0.24,-0.0319532,-0.100188
0.27315,0.24,-0.0316702,-0.0957927
0.268456,0.24,-0.0313752,-0.091356
0.263764,0.24,-0.0310679,-0.0868836
0.259072,0.24,-0.0307476,-0.0823416
0.254382,0.24,-0.0304138,-0.0776931
0.249692,0.24,-0.0300657,-0.0729086
0.245004,0.24,-0.0297025,-0.0679596
0.240317,0.24,-0.0293236,-0.0628106
0.235631,0.24,-0.0289279,-0.0574471
0.230955,0.24,-0.0285155,-0.0518948
0.226307,0.24,-0.0280872,-0.0461249
0.221686,0.24,-0.0276422,-0.0401231
0.217092,0.24,-0.0271797,-0.0338437
0.212523,0.24,-0.0266984,-0.0273036
