Points_0,Points_1,Points_2,Pressure_Coefficient
1.01257,1.14,-0.0129752,-0.0480587
1.00962,1.14,-0.0132463,-0.0511628
1.00668,1.14,-0.0135152,-0.0542958
1.00373,1.14,-0.0137818,-0.0574608
1.00078,1.14,-0.0140462,-0.060674
0.997835,1.14,-0.0143085,-0.0639399
0.994887,1.14,-0.0145686,-0.0672654
0.991938,1.14,-0.0148265,-0.0706568
0.98899,1.14,-0.0150822,-0.0741102
0.986041,1.14,-0.0153358,-0.0776376
0.983092,1.14,-0.015587,-0.0812424
0.980143,1.14,-0.0158359,-0.0849199
0.977194,1.14,-0.0160825,-0.0886732
0.974245,1.14,-0.0163266,-0.0925056
0.971295,1.14,-0.0165682,-0.0964062
0.968345,1.14,-0.0168071,-0.100375
0.965395,1.14,-0.0170434,-0.104411
0.962445,1.14,-0.0172768,-0.108508
0.959494,1.14,-0.0175073,-0.112666
0.956543,1.14,-0.0177348,-0.116889
0.953592,1.14,-0.017959,-0.121165
0.950641,1.14,-0.01818,-0.125491
0.94769,1.14,-0.0183976,-0.129853
0.944738,1.14,-0.0186115,-0.134257
0.941786,1.14,-0.0188218,-0.138693
0.938834,1.14,-0.0190282,-0.143151
0.935881,1.14,-0.0192306,-0.147626
0.932928,1.14,-0.0194289,-0.152118
0.929975,1.14,-0.0196229,-0.156622
0.927022,1.14,-0.0198124,-0.161127
0.924068,1.14,-0.0199975,-0.165624
0.921114,1.14,-0.0201778,-0.170098
0.91816,1.14,-0.0203532,-0.174522
0.915205,1.14,-0.0205236,-0.178894
0.91225,1.14,-0.0206889,-0.183209
0.909295,1.14,-0.020849,-0.187469
0.906339,1.14,-0.0210037,-0.19167
0.903384,1.14,-0.0211529,-0.195806
0.900428,1.14,-0.0212965,-0.199872
0.897471,1.14,-0.0214344,-0.203844
0.894515,1.14,-0.0215665,-0.207702
0.891558,1.14,-0.0216926,-0.21144
0.888601,1.14,-0.0218127,-0.215078
0.885643,1.14,-0.0219269,-0.218641
0.882686,1.14,-0.022035,-0.222152
0.879728,1.14,-0.0221369,-0.225608
0.87677,1.14,-0.0222327,-0.228964
0.873812,1.14,-0.0223219,-0.23215
0.870854,1.14,-0.0224045,-0.23507
0.867895,1.14,-0.0224804,-0.237708
0.864937,1.14,-0.0225497,-0.24013
0.861978,1.14,-0.0226126,-0.242441
0.859019,1.14,-0.0226693,-0.244763
0.856059,1.14,-0.0227201,-0.247167
0.8531,1.14,-0.0227649,-0.24964
0.850141,1.14,-0.0228034,-0.252099
0.847182,1.14,-0.0228356,-0.254433
0.844222,1.14,-0.0228611,-0.256561
0.841263,1.14,-0.02288,-0.258469
0.838303,1.14,-0.0228922,-0.260213
0.835344,1.14,-0.0228981,-0.261877
0.832385,1.14,-0.0228977,-0.263536
0.829425,1.14,-0.0228913,-0.265248
0.826465,1.14,-0.0228788,-0.267111
0.823506,1.14,-0.0228603,-0.268992
0.820547,1.14,-0.0228357,-0.270837
0.817587,1.14,-0.0228052,-0.272673
0.814628,1.14,-0.0227687,-0.27453
0.811669,1.14,-0.0227262,-0.276424
0.80871,1.14,-0.022678,-0.27838
0.805751,1.14,-0.022624,-0.280415
0.802792,1.14,-0.0225644,-0.282534
0.799833,1.14,-0.022499,-0.284731
0.796874,1.14,-0.0224281,-0.287003
0.793916,1.14,-0.0223516,-0.28934
0.790957,1.14,-0.0222695,-0.291721
0.787999,1.14,-0.0221819,-0.294143
0.785041,1.14,-0.0220888,-0.296655
0.782083,1.14,-0.0219901,-0.299186
0.779126,1.14,-0.0218858,-0.301651
0.776168,1.14,-0.021776,-0.304218
0.773211,1.14,-0.0216605,-0.306686
0.770254,1.14,-0.0215394,-0.308924
0.767297,1.14,-0.0214125,-0.311064
0.76434,1.14,-0.0212797,-0.31267
0.761384,1.14,-0.021141,-0.314398
0.758428,1.14,-0.0209963,-0.316092
0.755473,1.14,-0.0208452,-0.317078
0.752517,1.14,-0.0206878,-0.317554
0.749563,1.14,-0.0205237,-0.317583
0.746608,1.14,-0.0203528,-0.317036
0.743653,1.14,-0.0201747,-0.315902
0.7407,1.14,-0.0199893,-0.314122
0.737747,1.14,-0.0197961,-0.311535
0.734794,1.14,-0.0195949,-0.308127
0.731842,1.14,-0.0193853,-0.303894
0.728891,1.14,-0.0191669,-0.29885
0.72594,1.14,-0.0189391,-0.29299
0.72299,1.14,-0.0187016,-0.286298
0.720041,1.14,-0.0184537,-0.278736
0.717093,1.14,-0.018195,-0.270422
0.714183,1.14,-0.0179285,-0.261601
0.711403,1.14,-0.0176627,-0.252449
0.708744,1.14,-0.0173979,-0.243093
0.706201,1.14,-0.0171343,-0.23347
0.703768,1.14,-0.0168722,-0.223713
