Points_0,Points_1,Points_2,Pressure_Coefficient
0.772988,1.18,0.0201521,-0.500744
0.775866,1.18,0.0203059,-0.455957
0.778744,1.18,0.0204534,-0.418688
0.781622,1.18,0.0205949,-0.386916
0.784502,1.18,0.0207304,-0.361491
0.787381,1.18,0.0208601,-0.338074
0.79026,1.18,0.0209841,-0.316375
0.793139,1.18,0.0211025,-0.296515
0.79602,1.18,0.0212154,-0.278689
0.7989,1.18,0.0213228,-0.263522
0.80178,1.18,0.0214248,-0.251049
0.80466,1.18,0.0215213,-0.240974
0.807541,1.18,0.0216125,-0.233065
0.810422,1.18,0.0216983,-0.227164
0.813302,1.18,0.0217787,-0.222429
0.816184,1.18,0.0218537,-0.21876
0.819065,1.18,0.0219232,-0.216355
0.821946,1.18,0.0219873,-0.214891
0.824827,1.18,0.0220459,-0.214595
0.827709,1.18,0.0220989,-0.216018
0.830591,1.18,0.0221464,-0.217966
0.833472,1.18,0.0221883,-0.22021
0.836354,1.18,0.0222243,-0.222338
0.839236,1.18,0.0222546,-0.224275
0.842118,1.18,0.0222791,-0.226073
0.845,1.18,0.0222977,-0.227716
0.847882,1.18,0.0223104,-0.229193
0.850764,1.18,0.0223172,-0.230446
0.853646,1.18,0.0223182,-0.231427
0.856528,1.18,0.0223131,-0.232302
0.85941,1.18,0.0223018,-0.233008
0.862292,1.18,0.0222841,-0.233426
0.865174,1.18,0.0222599,-0.233518
0.868056,1.18,0.0222292,-0.233264
0.870938,1.18,0.0221923,-0.23267
0.87382,1.18,0.0221493,-0.231731
0.876702,1.18,0.0221005,-0.230606
0.879583,1.18,0.0220458,-0.229364
0.882464,1.18,0.0219852,-0.227979
0.885345,1.18,0.0219185,-0.226415
0.888227,1.18,0.0218452,-0.224584
0.891108,1.18,0.0217655,-0.222463
0.893988,1.18,0.0216793,-0.220073
0.896869,1.18,0.0215868,-0.217472
0.899749,1.18,0.0214881,-0.214691
0.902629,1.18,0.0213835,-0.211771
0.905509,1.18,0.0212731,-0.208726
0.908389,1.18,0.0211567,-0.205553
0.911269,1.18,0.0210346,-0.202241
0.914148,1.18,0.0209066,-0.198785
0.917027,1.18,0.020773,-0.195189
0.919905,1.18,0.0206338,-0.191465
0.922784,1.18,0.0204891,-0.187678
0.925662,1.18,0.0203391,-0.183858
0.92854,1.18,0.0201838,-0.18001
0.931417,1.18,0.0200235,-0.176143
0.934295,1.18,0.0198581,-0.172269
0.937172,1.18,0.0196878,-0.168388
0.940049,1.18,0.0195129,-0.164502
0.942925,1.18,0.0193332,-0.160624
0.945801,1.18,0.0191492,-0.156759
0.948677,1.18,0.0189608,-0.152915
0.951553,1.18,0.0187682,-0.149092
0.954428,1.18,0.0185716,-0.145292
0.957303,1.18,0.0183711,-0.141527
0.960178,1.18,0.0181668,-0.1378
0.963052,1.18,0.0179589,-0.134118
0.965926,1.18,0.0177475,-0.13048
0.968801,1.18,0.0175328,-0.126887
0.971674,1.18,0.0173148,-0.123348
0.974548,1.18,0.0170937,-0.119858
0.977421,1.18,0.0168696,-0.116422
0.980294,1.18,0.0166427,-0.113042
0.983167,1.18,0.016413,-0.109723
0.98604,1.18,0.0161806,-0.106471
0.988912,1.18,0.0159457,-0.103288
0.991785,1.18,0.0157083,-0.100174
0.994657,1.18,0.0154686,-0.0971291
0.997529,1.18,0.0152265,-0.0941565
1.0004,1.18,0.0149821,-0.0912549
1.00327,1.18,0.0147356,-0.0884258
1.00614,1.18,0.0144868,-0.0856691
1.00901,1.18,0.014236,-0.0829822
1.01189,1.18,0.013983,-0.0803643
1.01476,1.18,0.0137279,-0.0778097
1.01763,1.18,0.0134707,-0.0753145
1.0205,1.18,0.0132113,-0.0728723
1.02337,1.18,0.0129499,-0.07048
1.02624,1.18,0.0126862,-0.0681297
1.02911,1.18,0.0124203,-0.0658155
1.03198,1.18,0.0121521,-0.0635287
1.03485,1.18,0.0118815,-0.0612622
1.03771,1.18,0.0116085,-0.0590113
1.04058,1.18,0.011333,-0.0567662
1.04345,1.18,0.0110549,-0.0545216
1.04632,1.18,0.010774,-0.0522743
1.04919,1.18,0.0104904,-0.0500105
1.05206,1.18,0.0102038,-0.0476992
1.05492,1.18,0.00991411,-0.0453572
1.05779,1.18,0.00962127,-0.0429808
1.06066,1.18,0.0093252,-0.0405685
1.06352,1.18,0.00902581,-0.0381146
1.06639,1.18,0.008723,-0.0356126
1.06926,1.18,0.00841662,-0.0330502
1.07212,1.18,0.00810651,-0.0304218
1.07499,1.18,0.00779261,-0.0276884
1.07785,1.18,0.00747494,-0.0249082
1.08071,1.18,0.00715368,-0.0221096
1.08358,1.18,0.00682876,-0.0193027
1.08644,1.18,0.0064995,-0.0164627
1.0893,1.18,0.00616428,-0.0134657
1.09217,1.18,0.00582084,-0.0101728
1.09503,1.18,0.00546782,-0.00641803
1.09789,1.18,0.00510617,-0.00227434
1.10074,1.18,0.00473917,0.002037
1.1036,1.18,0.00437008,0.00629753
1.10646,1.18,0.00399997,0.0102414
1.10932,1.18,0.00362824,0.0143129
1.11218,1.18,0.00325488,0.0189874
1.11503,1.18,0.00288191,0.0242444
1.11787,1.18,0.00251009,0.0286738
1.1207,1.18,0.00213917,0.0338798
1.12353,1.18,0.00176895,0.0388333
1.12615,1.18,0.00142617,0.0446501
1.12843,1.18,0.00112814,0.0505273
1.13041,1.18,0.000868943,0.0563749
1.13214,1.18,0.000643557,0.0622458
1.13363,1.18,0.000447571,0.0688128
1.13494,1.18,0.000277145,0.0755519
1.13607,1.18,0.00012894,0.0817343
1.13705,1.18,0,0.10663
1.13607,1.18,-0.00012894,0.121613
1.13494,1.18,-0.000277145,0.117984
1.13363,1.18,-0.000447571,0.116789
1.13214,1.18,-0.000643557,0.11563
1.13041,1.18,-0.000868943,0.114722
1.12843,1.18,-0.00112814,0.112614
1.12615,1.18,-0.00142617,0.109609
1.12353,1.18,-0.00176895,0.105304
1.1207,1.18,-0.00213917,0.0997351
1.11787,1.18,-0.00251009,0.0943949
1.11503,1.18,-0.00288191,0.0875428
1.11218,1.18,-0.00325488,0.0779197
1.10932,1.18,-0.00362824,0.0702686
1.10646,1.18,-0.00399997,0.0628034
1.1036,1.18,-0.00437008,0.0551399
1.10074,1.18,-0.00473917,0.0467968
1.09789,1.18,-0.00510617,0.0381331
1.09503,1.18,-0.00546782,0.0300699
1.09217,1.18,-0.00582084,0.0234242
1.0893,1.18,-0.00616428,0.0182477
1.08644,1.18,-0.0064995,0.0140534
1.08358,1.18,-0.00682876,0.010227
1.08071,1.18,-0.00715368,0.0063678
1.07785,1.18,-0.00747494,0.00241618
1.07499,1.18,-0.00779261,-0.00151524
1.07212,1.18,-0.00810651,-0.0052991
1.06926,1.18,-0.00841662,-0.00889759
1.06639,1.18,-0.008723,-0.0123293
1.06352,1.18,-0.00902581,-0.0156247
1.06066,1.18,-0.0093252,-0.0188071
1.05779,1.18,-0.00962127,-0.0218864
1.05492,1.18,-0.00991411,-0.0248573
1.05206,1.18,-0.0102038,-0.0277238
1.04919,1.18,-0.0104904,-0.0304934
1.04632,1.18,-0.010774,-0.0331847
1.04345,1.18,-0.0110549,-0.0358169
1.04058,1.18,-0.011333,-0.0384126
1.03771,1.18,-0.0116085,-0.0409851
1.03485,1.18,-0.0118815,-0.0435425
1.03198,1.18,-0.0121521,-0.046091
1.02911,1.18,-0.0124203,-0.0486336
1.02624,1.18,-0.0126862,-0.0511818
1.02337,1.18,-0.0129499,-0.0537473
1.0205,1.18,-0.0132113,-0.0563389
1.01763,1.18,-0.0134707,-0.0589689
1.01476,1.18,-0.0137279,-0.0616424
1.01189,1.18,-0.013983,-0.0643647
1.00901,1.18,-0.014236,-0.0671403
1.00614,1.18,-0.0144868,-0.0699732
1.00327,1.18,-0.0147356,-0.0728622
1.0004,1.18,-0.0149821,-0.0758098
0.997529,1.18,-0.0152265,-0.0788182
0.994657,1.18,-0.0154686,-0.0818924
0.991785,1.18,-0.0157083,-0.0850354
0.988912,1.18,-0.0159457,-0.0882505
0.98604,1.18,-0.0161806,-0.0915351
0.983167,1.18,-0.016413,-0.0948876
0.980294,1.18,-0.0166427,-0.0983059
0.977421,1.18,-0.0168696,-0.101787
0.974548,1.18,-0.0170937,-0.105328
0.971674,1.18,-0.0173148,-0.108926
0.968801,1.18,-0.0175328,-0.112573
0.965926,1.18,-0.0177475,-0.116267
0.963052,1.18,-0.0179589,-0.119997
0.960178,1.18,-0.0181668,-0.123758
0.957303,1.18,-0.0183711,-0.127542
0.954428,1.18,-0.0185716,-0.131347
0.951553,1.18,-0.0187682,-0.135168
0.948677,1.18,-0.0189608,-0.138997
0.945801,1.18,-0.0191492,-0.14283
0.942925,1.18,-0.0193332,-0.14666
0.940049,1.18,-0.0195129,-0.150484
0.937172,1.18,-0.0196878,-0.15429
0.934295,1.18,-0.0198581,-0.158062
0.931417,1.18,-0.0200235,-0.161791
0.92854,1.18,-0.0201838,-0.16547
0.925662,1.18,-0.0203391,-0.169092
0.922784,1.18,-0.0204891,-0.172662
0.919905,1.18,-0.0206338,-0.17618
0.917027,1.18,-0.020773,-0.179642
0.914148,1.18,-0.0209066,-0.183019
0.911269,1.18,-0.0210346,-0.186295
0.908389,1.18,-0.0211567,-0.189471
0.905509,1.18,-0.0212731,-0.192565
0.902629,1.18,-0.0213835,-0.195595
0.899749,1.18,-0.0214881,-0.198578
0.896869,1.18,-0.0215868,-0.201504
0.893988,1.18,-0.0216793,-0.204324
0.891108,1.18,-0.0217655,-0.206974
0.888227,1.18,-0.0218452,-0.209399
0.885345,1.18,-0.0219185,-0.211593
0.882464,1.18,-0.0219852,-0.213611
0.879583,1.18,-0.0220458,-0.215558
0.876702,1.18,-0.0221005,-0.21752
0.87382,1.18,-0.0221493,-0.219542
0.870938,1.18,-0.0221923,-0.221601
0.868056,1.18,-0.0222292,-0.223617
0.865174,1.18,-0.0222599,-0.225493
0.862292,1.18,-0.0222841,-0.227163
0.85941,1.18,-0.0223018,-0.228631
0.856528,1.18,-0.0223131,-0.229951
0.853646,1.18,-0.0223182,-0.231198
0.850764,1.18,-0.0223172,-0.232433
0.847882,1.18,-0.0223104,-0.233708
0.845,1.18,-0.0222977,-0.235079
0.842118,1.18,-0.0222791,-0.23643
0.839236,1.18,-0.0222546,-0.237763
0.836354,1.18,-0.0222243,-0.239115
0.833472,1.18,-0.0221883,-0.240519
0.830591,1.18,-0.0221464,-0.242003
0.827709,1.18,-0.0220989,-0.243601
0.824827,1.18,-0.0220459,-0.245334
0.821946,1.18,-0.0219873,-0.247232
0.819065,1.18,-0.0219232,-0.24931
0.816184,1.18,-0.0218537,-0.251612
0.813302,1.18,-0.0217787,-0.25418
0.810422,1.18,-0.0216983,-0.257049
0.807541,1.18,-0.0216125,-0.260249
0.80466,1.18,-0.0215213,-0.263806
0.80178,1.18,-0.0214248,-0.26772
0.7989,1.18,-0.0213228,-0.271987
0.79602,1.18,-0.0212154,-0.276565
0.793139,1.18,-0.0211025,-0.281361
0.79026,1.18,-0.0209841,-0.286284
0.787381,1.18,-0.0208601,-0.291251
0.784502,1.18,-0.0207304,-0.296177
0.781622,1.18,-0.0205949,-0.301055
0.778744,1.18,-0.0204534,-0.305864
0.775866,1.18,-0.0203059,-0.310584
0.772988,1.18,-0.0201521,-0.315256
0.77011,1.18,-0.0199918,-0.319918
0.767233,1.18,-0.0198249,-0.324653
0.764356,1.18,-0.0196509,-0.329596
0.76148,1.18,-0.0194698,-0.334947
0.758604,1.18,-0.0192812,-0.340517
0.755729,1.18,-0.0190847,-0.346305
0.752854,1.18,-0.01888,-0.352334
0.74998,1.18,-0.0186667,-0.357693
0.747106,1.18,-0.0184443,-0.362626
0.744234,1.18,-0.0182123,-0.366263
0.741362,1.18,-0.0179703,-0.368115
0.738491,1.18,-0.0177177,-0.368113
0.73566,1.18,-0.0174577,-0.366191
0.732962,1.18,-0.0171991,-0.362296
0.730391,1.18,-0.0169423,-0.356903
0.727939,1.18,-0.0166877,-0.350644
0.725602,1.18,-0.0164354,-0.343991
